OrderID,ProductID,Quantity,UnitCost,UnitPrice,DiscountRate,IsReturned,ReturnDate,ReturnTime,ReturnReason
ORD02951,PRDCT0007,4,21.77,33.89,0.0,0,9999-12-31,00:00:00,None
ORD02951,PRDCT0018,2,7.34,9.64,0.0,0,9999-12-31,00:00:00,None
ORD02952,PRDCT0080,1,7.06,9.47,0.0,0,9999-12-31,00:00:00,None
ORD02952,PRDCT0078,1,15.02,23.16,0.0,0,9999-12-31,00:00:00,None
ORD02952,PRDCT0062,2,4.41,7.09,0.0,0,9999-12-31,00:00:00,None
ORD02952,PRDCT0023,1,2.46,3.35,0.15,0,9999-12-31,00:00:00,None
ORD02953,PRDCT0064,2,10.37,13.43,0.0,0,9999-12-31,00:00:00,None
ORD02953,PRDCT0070,1,5.63,7.08,0.1,0,9999-12-31,00:00:00,None
ORD02953,PRDCT0068,1,10.09,15.17,0.0,0,9999-12-31,00:00:00,None
ORD02954,PRDCT0026,3,4.86,6.44,0.1,0,9999-12-31,00:00:00,None
ORD02954,PRDCT0047,2,3.95,5.54,0.0,0,9999-12-31,00:00:00,None
ORD02955,PRDCT0054,2,5.04,6.72,0.05,0,9999-12-31,00:00:00,None
ORD02955,PRDCT0031,1,3.83,5.86,0.0,0,9999-12-31,00:00:00,None
ORD02955,PRDCT0058,2,7.01,9.05,0.05,0,9999-12-31,00:00:00,None
ORD02955,PRDCT0009,1,19.99,28.36,0.0,0,9999-12-31,00:00:00,None
ORD02956,PRDCT0053,2,4.81,7.4,0.0,1,2021-11-05,06:48:38,Packaging Defect
ORD02956,PRDCT0048,3,3.55,5.08,0.0,0,9999-12-31,00:00:00,None
ORD02957,PRDCT0017,2,1.94,2.46,0.0,0,9999-12-31,00:00:00,None
ORD02957,PRDCT0003,2,8.77,13.9,0.05,0,9999-12-31,00:00:00,None
ORD02958,PRDCT0063,3,3.91,5.7,0.05,0,9999-12-31,00:00:00,None
ORD02958,PRDCT0079,1,13.1,17.42,0.0,1,2025-10-05,16:32:12,Skin Irritation/Allergy
ORD02958,PRDCT0069,1,7.54,10.18,0.05,0,9999-12-31,00:00:00,None
ORD02959,PRDCT0010,1,15.06,22.88,0.0,0,9999-12-31,00:00:00,None
ORD02959,PRDCT0003,2,9.65,15.29,0.0,0,9999-12-31,00:00:00,None
ORD02959,PRDCT0012,2,3.0,4.46,0.0,0,9999-12-31,00:00:00,None
ORD02959,PRDCT0004,1,9.74,12.6,0.0,0,9999-12-31,00:00:00,None
ORD02960,PRDCT0052,1,2.73,3.89,0.0,0,9999-12-31,00:00:00,None
ORD02960,PRDCT0041,2,4.35,6.0,0.0,0,9999-12-31,00:00:00,None
ORD02960,PRDCT0060,1,5.69,8.03,0.0,0,9999-12-31,00:00:00,None
ORD02961,PRDCT0036,3,5.39,8.42,0.05,0,9999-12-31,00:00:00,None
ORD02961,PRDCT0032,1,5.96,8.87,0.0,0,9999-12-31,00:00:00,None
ORD02962,PRDCT0089,1,9.26,13.66,0.0,0,9999-12-31,00:00:00,None
ORD02962,PRDCT0075,2,3.28,5.01,0.0,0,9999-12-31,00:00:00,None
ORD02962,PRDCT0074,2,9.43,13.46,0.05,0,9999-12-31,00:00:00,None
ORD02962,PRDCT0057,2,6.95,9.12,0.15,0,9999-12-31,00:00:00,None
ORD02963,PRDCT0035,2,1.84,2.31,0.0,0,9999-12-31,00:00:00,None
ORD02963,PRDCT0034,2,2.09,2.76,0.0,0,9999-12-31,00:00:00,None
ORD02963,PRDCT0039,1,4.27,6.95,0.0,0,9999-12-31,00:00:00,None
ORD02964,PRDCT0042,3,2.7,4.42,0.4,0,9999-12-31,00:00:00,None
ORD02964,PRDCT0031,3,3.17,4.84,0.2,0,9999-12-31,00:00:00,None
ORD02964,PRDCT0038,1,5.35,7.17,0.25,0,9999-12-31,00:00:00,None
ORD02964,PRDCT0055,1,2.45,3.98,0.4,1,2024-01-03,14:16:49,Packaging Defect
ORD02965,PRDCT0021,3,1.24,1.77,0.0,0,9999-12-31,00:00:00,None
ORD02965,PRDCT0020,4,5.14,7.47,0.0,0,9999-12-31,00:00:00,None
ORD02965,PRDCT0025,4,2.62,4.1,0.15,0,9999-12-31,00:00:00,None
ORD02965,PRDCT0004,3,9.74,12.6,0.0,1,2022-03-08,16:20:24,Packaging Damage
ORD02965,PRDCT0028,3,3.44,4.39,0.0,0,9999-12-31,00:00:00,None
ORD02965,PRDCT0002,3,22.41,31.13,0.0,0,9999-12-31,00:00:00,None
ORD02965,PRDCT0005,3,20.42,27.53,0.0,0,9999-12-31,00:00:00,None
ORD02966,PRDCT0084,1,5.82,9.12,0.1,1,2024-01-19,09:51:26,Damaged Spray Nozzle
ORD02966,PRDCT0061,1,10.36,13.28,0.0,0,9999-12-31,00:00:00,None
ORD02967,PRDCT0005,3,20.42,27.53,0.0,0,9999-12-31,00:00:00,None
ORD02967,PRDCT0013,1,4.32,5.71,0.0,0,9999-12-31,00:00:00,None
ORD02967,PRDCT0063,1,2.94,4.28,0.0,0,9999-12-31,00:00:00,None
ORD02968,PRDCT0057,1,7.64,10.04,0.1,0,9999-12-31,00:00:00,None
ORD02968,PRDCT0059,2,5.7,8.94,0.0,0,9999-12-31,00:00:00,None
ORD02968,PRDCT0010,1,18.22,27.68,0.1,0,9999-12-31,00:00:00,None
ORD02969,PRDCT0027,2,5.37,6.9,0.0,0,9999-12-31,00:00:00,None
ORD02969,PRDCT0001,4,18.51,23.43,0.0,0,9999-12-31,00:00:00,None
ORD02969,PRDCT0007,2,23.95,37.28,0.0,0,9999-12-31,00:00:00,None
ORD02970,PRDCT0042,1,2.7,4.42,0.0,0,9999-12-31,00:00:00,None
ORD02971,PRDCT0075,4,3.61,5.51,0.0,0,9999-12-31,00:00:00,None
ORD02971,PRDCT0088,3,9.08,14.29,0.0,0,9999-12-31,00:00:00,None
ORD02971,PRDCT0071,1,13.44,20.67,0.0,0,9999-12-31,00:00:00,None
ORD02972,PRDCT0015,3,4.12,6.76,0.25,0,9999-12-31,00:00:00,None
ORD02972,PRDCT0013,4,4.32,5.71,0.15,0,9999-12-31,00:00:00,None
ORD02972,PRDCT0012,3,3.0,4.46,0.2,0,9999-12-31,00:00:00,None
ORD02972,PRDCT0027,4,4.88,6.27,0.2,0,9999-12-31,00:00:00,None
ORD02972,PRDCT0008,3,10.19,16.01,0.15,1,2022-11-29,06:01:37,Wrong Item Sent
ORD02973,PRDCT0033,2,2.16,3.05,0.0,0,9999-12-31,00:00:00,None
ORD02973,PRDCT0055,2,1.84,2.99,0.0,0,9999-12-31,00:00:00,None
ORD02973,PRDCT0059,2,4.28,6.72,0.0,0,9999-12-31,00:00:00,None
ORD02974,PRDCT0065,1,1.21,1.73,0.0,1,2022-10-18,17:29:39,Damaged Seal
ORD02975,PRDCT0020,1,6.84,9.94,0.15,0,9999-12-31,00:00:00,None
ORD02975,PRDCT0018,1,9.77,12.83,0.15,0,9999-12-31,00:00:00,None
ORD02975,PRDCT0027,9,6.5,8.35,0.15,0,9999-12-31,00:00:00,None
ORD02975,PRDCT0003,2,12.84,20.35,0.25,0,9999-12-31,00:00:00,None
ORD02976,PRDCT0019,2,3.1,5.0,0.0,0,9999-12-31,00:00:00,None
ORD02976,PRDCT0024,22,2.18,3.1,0.0,0,9999-12-31,00:00:00,None
ORD02977,PRDCT0016,2,5.8,9.15,0.15,0,9999-12-31,00:00:00,None
ORD02977,PRDCT0013,2,5.75,7.6,0.1,0,9999-12-31,00:00:00,None
ORD02977,PRDCT0011,4,5.77,9.19,0.0,0,9999-12-31,00:00:00,None
ORD02978,PRDCT0060,2,6.26,8.83,0.2,0,9999-12-31,00:00:00,None
ORD02979,PRDCT0052,1,3.3,4.71,0.0,0,9999-12-31,00:00:00,None
ORD02979,PRDCT0037,2,1.56,2.04,0.15,0,9999-12-31,00:00:00,None
ORD02980,PRDCT0008,1,14.91,23.43,0.0,0,9999-12-31,00:00:00,None
ORD02980,PRDCT0019,10,4.12,6.65,0.0,0,9999-12-31,00:00:00,None
ORD02980,PRDCT0007,1,31.87,49.62,0.0,0,9999-12-31,00:00:00,None
ORD02980,PRDCT0088,2,10.98,17.3,0.0,0,9999-12-31,00:00:00,None
ORD02981,PRDCT0056,3,3.13,4.95,0.2,0,9999-12-31,00:00:00,None
ORD02981,PRDCT0051,2,1.82,2.49,0.2,0,9999-12-31,00:00:00,None
ORD02981,PRDCT0052,1,3.63,5.18,0.25,0,9999-12-31,00:00:00,None
ORD02982,PRDCT0013,21,4.32,5.71,0.0,0,9999-12-31,00:00:00,None
ORD02982,PRDCT0015,3,4.12,6.76,0.05,0,9999-12-31,00:00:00,None
ORD02982,PRDCT0017,3,2.13,2.71,0.0,0,9999-12-31,00:00:00,None
ORD02982,PRDCT0030,4,0.9,1.35,0.0,0,9999-12-31,00:00:00,None
ORD02983,PRDCT0004,2,10.71,13.85,0.0,0,9999-12-31,00:00:00,None
ORD02983,PRDCT0014,2,2.89,4.11,0.1,0,9999-12-31,00:00:00,None
ORD02984,PRDCT0057,2,6.95,9.12,0.0,0,9999-12-31,00:00:00,None
ORD02984,PRDCT0042,1,2.46,4.02,0.0,0,9999-12-31,00:00:00,None
ORD02984,PRDCT0051,2,1.5,2.06,0.0,0,9999-12-31,00:00:00,None
ORD02985,PRDCT0034,3,2.3,3.03,0.0,0,9999-12-31,00:00:00,None
ORD02985,PRDCT0054,1,4.17,5.55,0.0,0,9999-12-31,00:00:00,None
ORD02985,PRDCT0038,1,5.35,7.17,0.1,0,9999-12-31,00:00:00,None
ORD02986,PRDCT0076,4,11.64,17.97,0.0,0,9999-12-31,00:00:00,None
ORD02986,PRDCT0068,2,9.17,13.79,0.0,0,9999-12-31,00:00:00,None
ORD02986,PRDCT0062,3,3.64,5.86,0.0,0,9999-12-31,00:00:00,None
ORD02987,PRDCT0039,1,5.17,8.4,0.05,0,9999-12-31,00:00:00,None
ORD02987,PRDCT0038,1,5.89,7.89,0.0,0,9999-12-31,00:00:00,None
ORD02987,PRDCT0051,2,1.82,2.49,0.0,0,9999-12-31,00:00:00,None
ORD02987,PRDCT0054,2,4.58,6.11,0.0,0,9999-12-31,00:00:00,None
ORD02988,PRDCT0030,2,0.99,1.49,0.05,0,9999-12-31,00:00:00,None
ORD02988,PRDCT0023,1,2.03,2.77,0.0,0,9999-12-31,00:00:00,None
ORD02989,PRDCT0008,3,11.2,17.61,0.15,0,9999-12-31,00:00:00,None
ORD02989,PRDCT0028,1,3.79,4.83,0.2,0,9999-12-31,00:00:00,None
ORD02989,PRDCT0018,2,8.07,10.6,0.2,0,9999-12-31,00:00:00,None
ORD02989,PRDCT0030,13,0.99,1.49,0.2,0,9999-12-31,00:00:00,None
ORD02989,PRDCT0070,2,5.12,6.44,0.15,0,9999-12-31,00:00:00,None
ORD02990,PRDCT0018,3,8.07,10.6,0.15,0,9999-12-31,00:00:00,None
ORD02990,PRDCT0020,1,5.65,8.22,0.0,0,9999-12-31,00:00:00,None
ORD02990,PRDCT0001,4,18.51,23.43,0.05,0,9999-12-31,00:00:00,None
ORD02990,PRDCT0002,25,24.65,34.24,0.0,0,9999-12-31,00:00:00,None
ORD02991,PRDCT0054,3,3.44,4.59,0.0,0,9999-12-31,00:00:00,None
ORD02991,PRDCT0053,1,5.29,8.14,0.0,0,9999-12-31,00:00:00,None
ORD02991,PRDCT0051,2,1.36,1.87,0.05,0,9999-12-31,00:00:00,None
ORD02992,PRDCT0016,2,5.8,9.15,0.0,0,9999-12-31,00:00:00,None
ORD02992,PRDCT0006,2,12.21,15.39,0.0,0,9999-12-31,00:00:00,None
ORD02992,PRDCT0024,4,2.64,3.75,0.0,0,9999-12-31,00:00:00,None
ORD02992,PRDCT0019,1,3.75,6.05,0.0,0,9999-12-31,00:00:00,None
ORD02992,PRDCT0007,3,28.97,45.11,0.0,0,9999-12-31,00:00:00,None
ORD02992,PRDCT0090,3,13.09,20.85,0.0,0,9999-12-31,00:00:00,None
ORD02993,PRDCT0060,2,6.88,9.72,0.0,0,9999-12-31,00:00:00,None
ORD02993,PRDCT0043,1,2.86,4.31,0.0,0,9999-12-31,00:00:00,None
ORD02993,PRDCT0037,2,1.56,2.04,0.0,0,9999-12-31,00:00:00,None
ORD02994,PRDCT0053,1,5.29,8.14,0.0,0,9999-12-31,00:00:00,None
ORD02994,PRDCT0035,1,1.67,2.1,0.0,0,9999-12-31,00:00:00,None
ORD02995,PRDCT0077,3,5.43,7.77,0.0,0,9999-12-31,00:00:00,None
ORD02995,PRDCT0072,2,9.4,14.23,0.05,0,9999-12-31,00:00:00,None
ORD02995,PRDCT0088,3,9.99,15.72,0.0,0,9999-12-31,00:00:00,None
ORD02995,PRDCT0100,3,12.15,16.08,0.0,0,9999-12-31,00:00:00,None
ORD02996,PRDCT0088,1,8.25,13.0,0.0,0,9999-12-31,00:00:00,None
ORD02996,PRDCT0090,4,10.82,17.23,0.0,0,9999-12-31,00:00:00,None
ORD02996,PRDCT0087,4,7.14,11.07,0.0,0,9999-12-31,00:00:00,None
ORD02996,PRDCT0082,2,9.08,12.83,0.0,0,9999-12-31,00:00:00,None
ORD02996,PRDCT0068,2,9.17,13.79,0.0,0,9999-12-31,00:00:00,None
ORD02997,PRDCT0008,3,9.26,14.55,0.2,0,9999-12-31,00:00:00,None
ORD02997,PRDCT0023,3,1.68,2.29,0.25,0,9999-12-31,00:00:00,None
ORD02997,PRDCT0012,3,2.73,4.05,0.15,0,9999-12-31,00:00:00,None
ORD02997,PRDCT0030,4,0.82,1.23,0.2,0,9999-12-31,00:00:00,None
ORD02997,PRDCT0028,2,3.13,3.99,0.25,1,2021-02-15,16:57:05,Wrong Item Sent
ORD02998,PRDCT0063,1,4.3,6.26,0.0,0,9999-12-31,00:00:00,None
ORD02998,PRDCT0071,2,16.27,25.01,0.0,0,9999-12-31,00:00:00,None
ORD02998,PRDCT0089,1,12.32,18.18,0.05,0,9999-12-31,00:00:00,None
ORD02998,PRDCT0066,2,6.1,9.47,0.05,0,9999-12-31,00:00:00,None
ORD02998,PRDCT0074,1,12.55,17.91,0.0,0,9999-12-31,00:00:00,None
ORD02998,PRDCT0059,2,6.89,10.82,0.0,0,9999-12-31,00:00:00,None
ORD02999,PRDCT0053,1,5.82,8.95,0.15,0,9999-12-31,00:00:00,None
ORD02999,PRDCT0098,2,4.9,7.32,0.3,0,9999-12-31,00:00:00,None
ORD03000,PRDCT0034,1,1.9,2.51,0.15,0,9999-12-31,00:00:00,None
ORD03000,PRDCT0057,3,6.31,8.29,0.25,0,9999-12-31,00:00:00,None
ORD03001,PRDCT0054,1,3.79,5.05,0.0,0,9999-12-31,00:00:00,None
ORD03001,PRDCT0036,2,4.45,6.96,0.0,0,9999-12-31,00:00:00,None
ORD03001,PRDCT0052,4,3.0,4.28,0.0,0,9999-12-31,00:00:00,None
ORD03001,PRDCT0020,1,5.65,8.22,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0023,5,2.24,3.05,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0004,3,11.78,15.24,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0028,1,4.17,5.31,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0013,3,5.23,6.91,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0025,1,3.17,4.96,0.05,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0006,2,11.1,13.99,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0018,3,8.88,11.66,0.0,0,9999-12-31,00:00:00,None
ORD03002,PRDCT0039,5,4.7,7.64,0.0,0,9999-12-31,00:00:00,None
ORD03003,PRDCT0022,3,1.33,1.71,0.05,0,9999-12-31,00:00:00,None
ORD03003,PRDCT0023,4,2.46,3.35,0.0,0,9999-12-31,00:00:00,None
ORD03003,PRDCT0005,3,27.17,36.65,0.0,0,9999-12-31,00:00:00,None
ORD03003,PRDCT0026,7,6.47,8.56,0.1,0,9999-12-31,00:00:00,None
ORD03003,PRDCT0007,4,28.97,45.11,0.0,0,9999-12-31,00:00:00,None
ORD03003,PRDCT0067,3,2.69,4.04,0.0,0,9999-12-31,00:00:00,None
ORD03004,PRDCT0058,3,4.78,6.18,0.0,0,9999-12-31,00:00:00,None
ORD03005,PRDCT0071,1,10.1,15.53,0.2,0,9999-12-31,00:00:00,None
ORD03005,PRDCT0090,2,8.94,14.24,0.25,0,9999-12-31,00:00:00,None
ORD03005,PRDCT0070,3,4.23,5.32,0.25,1,2021-09-15,17:21:39,Wrong Item Sent
ORD03005,PRDCT0065,25,1.1,1.57,0.2,0,9999-12-31,00:00:00,None
ORD03006,PRDCT0018,2,8.07,10.6,0.2,0,9999-12-31,00:00:00,None
ORD03006,PRDCT0020,2,5.65,8.22,0.25,0,9999-12-31,00:00:00,None
ORD03006,PRDCT0004,2,10.71,13.85,0.15,0,9999-12-31,00:00:00,None
ORD03006,PRDCT0015,2,4.54,7.44,0.25,0,9999-12-31,00:00:00,None
ORD03007,PRDCT0004,1,11.78,15.24,0.0,0,9999-12-31,00:00:00,None
ORD03007,PRDCT0007,2,26.34,41.01,0.0,0,9999-12-31,00:00:00,None
ORD03008,PRDCT0018,2,6.67,8.76,0.0,0,9999-12-31,00:00:00,None
ORD03008,PRDCT0025,22,2.38,3.73,0.0,0,9999-12-31,00:00:00,None
ORD03008,PRDCT0017,1,1.94,2.46,0.0,0,9999-12-31,00:00:00,None
ORD03008,PRDCT0002,9,20.37,28.3,0.0,0,9999-12-31,00:00:00,None
ORD03008,PRDCT0005,1,18.56,25.03,0.1,0,9999-12-31,00:00:00,None
ORD03009,PRDCT0053,1,4.81,7.4,0.15,0,9999-12-31,00:00:00,None
ORD03009,PRDCT0041,20,3.95,5.45,0.2,0,9999-12-31,00:00:00,None
ORD03010,PRDCT0042,1,2.46,4.02,0.05,0,9999-12-31,00:00:00,None
ORD03010,PRDCT0051,2,1.5,2.06,0.0,0,9999-12-31,00:00:00,None
ORD03010,PRDCT0032,1,4.92,7.33,0.1,0,9999-12-31,00:00:00,None
ORD03011,PRDCT0093,2,4.28,5.85,0.0,0,9999-12-31,00:00:00,None
ORD03011,PRDCT0095,8,5.54,8.55,0.0,1,2022-01-13,13:12:16,Packaging Damage
ORD03011,PRDCT0100,5,9.13,12.08,0.0,0,9999-12-31,00:00:00,None
ORD03011,PRDCT0057,4,6.31,8.29,0.0,0,9999-12-31,00:00:00,None
ORD03011,PRDCT0094,2,8.1,11.38,0.0,0,9999-12-31,00:00:00,None
ORD03011,PRDCT0092,2,9.66,12.45,0.05,0,9999-12-31,00:00:00,None
ORD03011,PRDCT0050,1,1.44,2.31,0.0,0,9999-12-31,00:00:00,None
ORD03012,PRDCT0014,3,3.18,4.53,0.0,0,9999-12-31,00:00:00,None
ORD03012,PRDCT0022,2,1.21,1.56,0.0,0,9999-12-31,00:00:00,None
ORD03013,PRDCT0014,1,2.63,3.74,0.0,0,9999-12-31,00:00:00,None
ORD03014,PRDCT0068,3,12.21,18.36,0.0,0,9999-12-31,00:00:00,None
ORD03014,PRDCT0065,3,1.77,2.53,0.1,0,9999-12-31,00:00:00,None
ORD03014,PRDCT0074,2,12.55,17.91,0.0,0,9999-12-31,00:00:00,None
ORD03014,PRDCT0087,4,9.5,14.74,0.05,0,9999-12-31,00:00:00,None
ORD03014,PRDCT0012,1,4.4,6.52,0.0,1,2026-03-25,18:32:00,Customer Changed Mind
ORD03015,PRDCT0011,1,6.35,10.11,0.0,0,9999-12-31,00:00:00,None
ORD03015,PRDCT0019,1,4.12,6.65,0.15,1,2026-02-02,22:25:58,Expired Date
ORD03015,PRDCT0023,2,2.71,3.69,0.0,0,9999-12-31,00:00:00,None
ORD03016,PRDCT0018,2,8.07,10.6,0.0,0,9999-12-31,00:00:00,None
ORD03016,PRDCT0007,1,23.95,37.28,0.0,0,9999-12-31,00:00:00,None
ORD03016,PRDCT0017,2,2.35,2.98,0.0,0,9999-12-31,00:00:00,None
ORD03017,PRDCT0039,3,4.27,6.95,0.0,0,9999-12-31,00:00:00,None
ORD03018,PRDCT0025,23,3.48,5.46,0.0,0,9999-12-31,00:00:00,None
ORD03018,PRDCT0017,1,2.84,3.6,0.0,0,9999-12-31,00:00:00,None
ORD03019,PRDCT0031,2,2.38,3.64,0.0,0,9999-12-31,00:00:00,None
ORD03019,PRDCT0054,3,3.13,4.17,0.0,0,9999-12-31,00:00:00,None
ORD03020,PRDCT0020,1,6.84,9.94,0.0,0,9999-12-31,00:00:00,None
ORD03021,PRDCT0088,1,8.25,13.0,0.0,0,9999-12-31,00:00:00,None
ORD03021,PRDCT0056,15,2.59,4.09,0.0,0,9999-12-31,00:00:00,None
ORD03022,PRDCT0032,25,4.48,6.67,0.0,0,9999-12-31,00:00:00,None
ORD03022,PRDCT0051,2,1.36,1.87,0.0,0,9999-12-31,00:00:00,None
ORD03022,PRDCT0042,1,2.23,3.65,0.0,0,9999-12-31,00:00:00,None
ORD03022,PRDCT0052,4,2.73,3.89,0.0,1,2022-06-20,07:35:34,Wrong Flavor Sent
ORD03022,PRDCT0059,4,4.71,7.39,0.1,0,9999-12-31,00:00:00,None
ORD03022,PRDCT0054,3,3.44,4.59,0.0,0,9999-12-31,00:00:00,None
ORD03022,PRDCT0039,3,3.88,6.31,0.0,0,9999-12-31,00:00:00,None
ORD03023,PRDCT0055,2,2.45,3.98,0.0,0,9999-12-31,00:00:00,None
ORD03023,PRDCT0056,2,2.85,4.5,0.0,0,9999-12-31,00:00:00,None
ORD03023,PRDCT0052,1,3.3,4.71,0.0,0,9999-12-31,00:00:00,None
ORD03023,PRDCT0053,4,6.4,9.85,0.1,0,9999-12-31,00:00:00,None
ORD03023,PRDCT0025,4,3.17,4.96,0.0,0,9999-12-31,00:00:00,None
ORD03024,PRDCT0014,2,2.89,4.11,0.0,0,9999-12-31,00:00:00,None
ORD03024,PRDCT0008,2,11.2,17.61,0.0,0,9999-12-31,00:00:00,None
ORD03024,PRDCT0002,4,24.65,34.24,0.0,0,9999-12-31,00:00:00,None
ORD03025,PRDCT0002,2,24.65,34.24,0.0,0,9999-12-31,00:00:00,None
ORD03025,PRDCT0008,2,11.2,17.61,0.05,0,9999-12-31,00:00:00,None
ORD03025,PRDCT0022,2,1.1,1.42,0.1,0,9999-12-31,00:00:00,None
ORD03025,PRDCT0013,3,4.76,6.28,0.0,0,9999-12-31,00:00:00,None
ORD03025,PRDCT0010,3,16.56,25.17,0.0,0,9999-12-31,00:00:00,None
ORD03026,PRDCT0054,1,3.44,4.59,0.0,0,9999-12-31,00:00:00,None
ORD03026,PRDCT0053,1,5.29,8.14,0.0,1,2022-08-16,12:49:57,Wrong Flavor Sent
ORD03027,PRDCT0052,1,2.73,3.89,0.0,0,9999-12-31,00:00:00,None
ORD03027,PRDCT0020,2,5.14,7.47,0.0,0,9999-12-31,00:00:00,None
ORD03028,PRDCT0073,3,5.19,8.54,0.0,0,9999-12-31,00:00:00,None
ORD03028,PRDCT0084,2,5.29,8.29,0.0,0,9999-12-31,00:00:00,None
ORD03028,PRDCT0067,1,2.23,3.34,0.0,0,9999-12-31,00:00:00,None
ORD03029,PRDCT0037,2,1.42,1.85,0.1,0,9999-12-31,00:00:00,None
ORD03030,PRDCT0030,1,1.32,1.98,0.0,0,9999-12-31,00:00:00,None
ORD03031,PRDCT0083,1,4.17,5.43,0.0,0,9999-12-31,00:00:00,None
ORD03032,PRDCT0023,3,2.71,3.69,0.0,1,2026-03-31,16:34:46,Molded/Rotten
ORD03032,PRDCT0009,2,19.99,28.36,0.05,0,9999-12-31,00:00:00,None
ORD03032,PRDCT0005,4,29.89,40.31,0.0,0,9999-12-31,00:00:00,None
ORD03032,PRDCT0019,2,4.12,6.65,0.0,0,9999-12-31,00:00:00,None
ORD03032,PRDCT0011,3,6.35,10.11,0.0,0,9999-12-31,00:00:00,None
ORD03033,PRDCT0060,2,6.88,9.72,0.4,0,9999-12-31,00:00:00,None
ORD03033,PRDCT0031,1,3.17,4.84,0.15,0,9999-12-31,00:00:00,None
ORD03033,PRDCT0052,1,3.3,4.71,0.15,0,9999-12-31,00:00:00,None
ORD03034,PRDCT0070,3,5.12,6.44,0.0,0,9999-12-31,00:00:00,None
ORD03035,PRDCT0003,1,12.84,20.35,0.2,0,9999-12-31,00:00:00,None
ORD03036,PRDCT0056,2,3.13,4.95,0.4,0,9999-12-31,00:00:00,None
ORD03036,PRDCT0091,2,5.53,8.89,0.25,0,9999-12-31,00:00:00,None
ORD03037,PRDCT0015,2,5.49,9.0,0.2,0,9999-12-31,00:00:00,None
ORD03037,PRDCT0007,1,28.97,45.11,0.2,0,9999-12-31,00:00:00,None
ORD03038,PRDCT0060,1,5.69,8.03,0.0,0,9999-12-31,00:00:00,None
ORD03038,PRDCT0052,2,2.73,3.89,0.0,0,9999-12-31,00:00:00,None
ORD03038,PRDCT0033,2,2.38,3.36,0.0,0,9999-12-31,00:00:00,None
ORD03038,PRDCT0031,3,2.62,4.0,0.1,0,9999-12-31,00:00:00,None
ORD03039,PRDCT0049,1,2.8,4.09,0.0,0,9999-12-31,00:00:00,None
ORD03039,PRDCT0056,4,2.14,3.38,0.0,0,9999-12-31,00:00:00,None
ORD03039,PRDCT0038,2,4.02,5.39,0.0,0,9999-12-31,00:00:00,None
ORD03039,PRDCT0033,1,2.16,3.05,0.0,0,9999-12-31,00:00:00,None
ORD03039,PRDCT0053,2,4.81,7.4,0.0,0,9999-12-31,00:00:00,None
ORD03040,PRDCT0022,1,1.33,1.71,0.05,0,9999-12-31,00:00:00,None
ORD03040,PRDCT0028,1,4.58,5.84,0.05,0,9999-12-31,00:00:00,None
ORD03041,PRDCT0056,3,3.13,4.95,0.0,0,9999-12-31,00:00:00,None
ORD03041,PRDCT0036,3,5.39,8.42,0.0,0,9999-12-31,00:00:00,None
ORD03041,PRDCT0094,2,10.78,15.15,0.1,0,9999-12-31,00:00:00,None
ORD03041,PRDCT0091,1,5.53,8.89,0.0,0,9999-12-31,00:00:00,None
ORD03042,PRDCT0007,1,21.77,33.89,0.2,0,9999-12-31,00:00:00,None
ORD03042,PRDCT0024,1,1.98,2.82,0.25,0,9999-12-31,00:00:00,None
ORD03042,PRDCT0002,1,22.41,31.13,0.2,0,9999-12-31,00:00:00,None
ORD03042,PRDCT0028,3,3.44,4.39,0.25,0,9999-12-31,00:00:00,None
ORD03043,PRDCT0023,1,2.71,3.69,0.05,0,9999-12-31,00:00:00,None
ORD03043,PRDCT0019,1,4.12,6.65,0.0,0,9999-12-31,00:00:00,None
ORD03043,PRDCT0029,1,1.48,2.32,0.0,0,9999-12-31,00:00:00,None
ORD03043,PRDCT0018,1,10.74,14.11,0.0,0,9999-12-31,00:00:00,None
ORD03044,PRDCT0006,2,10.09,12.72,0.1,0,9999-12-31,00:00:00,None
ORD03044,PRDCT0007,1,23.95,37.28,0.0,0,9999-12-31,00:00:00,None
ORD03045,PRDCT0051,2,1.82,2.49,0.0,0,9999-12-31,00:00:00,None
ORD03046,PRDCT0014,1,3.5,4.98,0.1,0,9999-12-31,00:00:00,None
ORD03046,PRDCT0008,2,13.56,21.3,0.0,0,9999-12-31,00:00:00,None
ORD03046,PRDCT0016,1,5.8,9.15,0.15,0,9999-12-31,00:00:00,None
ORD03047,PRDCT0008,1,13.56,21.3,0.0,0,9999-12-31,00:00:00,None
ORD03048,PRDCT0057,3,8.4,11.04,0.15,1,2025-12-15,18:08:33,Customer Changed Mind
ORD03048,PRDCT0051,1,1.82,2.49,0.0,0,9999-12-31,00:00:00,None
ORD03048,PRDCT0035,3,2.23,2.8,0.0,0,9999-12-31,00:00:00,None
ORD03048,PRDCT0058,3,6.37,8.23,0.0,0,9999-12-31,00:00:00,None
ORD03048,PRDCT0055,9,2.69,4.38,0.0,0,9999-12-31,00:00:00,None
